1024,1,0.03,0.004873903589793,0.000024,0.000743,0.03
1024,2,0.02,0.028311403589793,0.000024,0.000709,0.03
1024,3,0.01,0.008780153589793,0.000024,0.000596,0.04
1024,4,0.01,0.042001096410207,0.000020,0.000623,0.03
1024,5,0.01,0.026376096410207,0.000024,0.000885,0.03
1024,6,0.01,0.010751096410207,0.000023,0.000627,0.04
1024,7,0.00,0.002938596410207,0.000023,0.000733,0.03
1024,8,0.00,0.024405153589793,0.000023,0.000866,0.03
1024,9,0.00,0.075186403589793,0.000023,0.000900,0.03
1024,10,0.00,0.063467653589793,0.000023,0.000884,0.03
1024,11,0.00,0.043936403589793,0.000024,0.000816,0.03
1024,12,0.00,0.063467653589793,0.000024,0.003348,0.01
1024,13,0.00,0.082998903589793,0.000023,0.002417,0.01
1024,14,0.00,0.059561403589793,0.000023,0.001345,0.02
1024,15,0.00,0.040030153589793,0.000024,0.001075,0.02
1024,16,0.00,0.047842653589793,0.000023,0.001204,0.02
2048,1,0.11,0.020498903589793,0.000057,0.000519,0.11
2048,2,0.05,0.006844846410207,0.000047,0.000504,0.09
2048,3,0.03,0.006827028589793,0.000047,0.000545,0.09
2048,4,0.04,0.026376096410207,0.000088,0.000596,0.15
2048,5,0.01,0.006827028589793,0.000045,0.000646,0.07
2048,6,0.01,0.004873903589793,0.000056,0.001043,0.05
2048,7,0.01,0.014639528589793,0.000046,0.000758,0.06
2048,8,0.01,0.008797971410207,0.000046,0.000760,0.06
2048,9,0.01,0.016592653589793,0.000054,0.000799,0.07
2048,10,0.00,0.006827028589793,0.000037,0.000983,0.04
2048,11,0.00,0.000985471410207,0.000046,0.001099,0.04
2048,12,0.00,0.014639528589793,0.000046,0.000931,0.05
2048,13,0.00,0.018545778589793,0.000046,0.001322,0.03
2048,14,0.00,0.028311403589793,0.000039,0.001245,0.03
2048,15,0.00,0.026358278589793,0.000046,0.001278,0.04
2048,16,0.00,0.032217653589793,0.000045,0.001237,0.04
3072,1,0.13,0.032217653589793,0.000071,0.000552,0.13
3072,2,0.07,0.014657346410207,0.000068,0.000513,0.13
3072,3,0.04,0.003571820256460,0.000070,0.000523,0.13
3072,4,0.04,0.019865679743540,0.000089,0.000504,0.18
3072,5,0.02,0.004240679743540,0.000068,0.000635,0.11
3072,6,0.01,0.009449013076873,0.000069,0.000785,0.09
3072,7,0.01,0.000334429743540,0.000068,0.000776,0.09
3072,8,0.01,0.002269736923127,0.000068,0.000911,0.07
3072,9,0.01,0.011384320256460,0.000068,0.001089,0.06
3072,10,0.01,0.011384320256460,0.000068,0.001056,0.06
3072,11,0.00,0.010082236923127,0.000068,0.001406,0.05
3072,12,0.00,0.015290570256460,0.000068,0.001187,0.06
3072,13,0.00,0.019196820256460,0.000068,0.001103,0.06
3072,14,0.00,0.012686403589793,0.000068,0.001199,0.06
3072,15,0.00,0.002938596410207,0.000070,0.003723,0.02
3072,16,0.01,0.004240679743540,0.000119,0.001435,0.08
4096,1,0.17,0.019522341089793,0.000093,0.000533,0.17
4096,2,0.08,0.003915158910207,0.000093,0.000560,0.17
4096,3,0.05,0.001944216089793,0.000077,0.000473,0.16
4096,4,0.05,0.012704221410207,0.000098,0.000482,0.20
4096,5,0.02,0.005850466089793,0.000091,0.000786,0.12
4096,6,0.02,0.002920778589793,0.000091,0.000748,0.12
4096,7,0.02,0.000985471410207,0.000105,0.000707,0.15
4096,8,0.01,0.016610471410207,0.000090,0.000866,0.10
4096,9,0.02,0.001944216089793,0.000151,0.000766,0.20
4096,10,0.01,0.017569216089793,0.000091,0.000864,0.11
4096,11,0.01,0.020498903589793,0.000100,0.000982,0.10
4096,12,0.01,0.014639528589793,0.000091,0.001139,0.08
4096,13,0.01,0.013662966089793,0.000091,0.001159,0.08
4096,14,0.00,0.023428591089793,0.000093,0.003662,0.03
4096,15,0.00,0.004873903589793,0.000090,0.001432,0.06
4096,16,0.01,0.001944216089793,0.000256,0.001152,0.22
5120,1,0.18,0.009561403589793,0.000091,0.000508,0.18
5120,2,0.11,0.005282346410207,0.000126,0.000552,0.23
5120,3,0.09,0.004092653589793,0.000118,0.000458,0.26
5120,4,0.04,0.013876096410207,0.000113,0.000789,0.14
5120,5,0.04,0.006436403589793,0.000123,0.000613,0.20
5120,6,0.03,0.015811403589793,0.000113,0.000723,0.16
5120,7,0.02,0.002157346410207,0.000113,0.000838,0.13
5120,8,0.00,0.009969846410207,0.000092,0.004055,0.02
5120,9,0.01,0.003719846410207,0.000107,0.001064,0.10
5120,10,0.01,0.004092653589793,0.000089,0.000991,0.09
5120,11,0.01,0.005655153589793,0.000113,0.001069,0.11
5120,12,0.01,0.007998903589793,0.000115,0.001502,0.08
5120,13,0.01,0.023623903589793,0.000113,0.001113,0.10
5120,14,0.01,0.018936403589793,0.000113,0.001136,0.10
5120,15,0.01,0.015030153589793,0.000113,0.001482,0.08
5120,16,0.00,0.008780153589793,0.000113,0.001668,0.07
6144,1,0.22,0.011402138076873,0.000136,0.000627,0.22
6144,2,0.13,0.004891721410207,0.000140,0.000552,0.25
6144,3,0.08,0.009431195256460,0.000136,0.000541,0.25
6144,4,0.06,0.013355263076873,0.000136,0.000563,0.24
6144,5,0.04,0.002920778589793,0.000135,0.000644,0.21
6144,6,0.03,0.017243695256460,0.000135,0.000836,0.16
6144,7,0.03,0.005524945256460,0.000135,0.000680,0.20
6144,8,0.01,0.015308388076873,0.000136,0.001573,0.09
6144,9,0.02,0.012053179743540,0.000136,0.000797,0.17
6144,10,0.01,0.002269736923127,0.000120,0.001005,0.12
6144,11,0.01,0.001618695256460,0.000115,0.000852,0.13
6144,12,0.02,0.000967653589793,0.000193,0.000986,0.20
6144,13,0.01,0.012035361923127,0.000135,0.001175,0.11
6144,14,0.01,0.010733278589793,0.000135,0.001702,0.08
6144,15,0.01,0.015290570256460,0.000135,0.001336,0.10
6144,16,0.01,0.011384320256460,0.000136,0.001227,0.11
7168,1,0.24,0.020237703553064,0.000158,0.000654,0.24
7168,2,0.15,0.002083725018365,0.000162,0.000540,0.30
7168,3,0.17,0.002641760732650,0.000319,0.000621,0.51
7168,4,0.07,0.010751096410207,0.000215,0.000796,0.27
7168,5,0.04,0.003757832161222,0.000129,0.000635,0.20
7168,6,0.03,0.008780153589793,0.000143,0.000846,0.17
7168,7,0.03,0.012128367875508,0.000156,0.000701,0.22
7168,8,0.03,0.009635024981635,0.000192,0.000873,0.22
7168,9,0.02,0.006844846410207,0.000158,0.000973,0.16
7168,10,0.02,0.010193060695921,0.000158,0.001016,0.16
7168,11,0.01,0.001525689304079,0.000158,0.001223,0.13
7168,12,0.01,0.007106046446936,0.000158,0.001264,0.12
7168,13,0.01,0.011570332161222,0.000158,0.001242,0.13
7168,14,0.01,0.007664082161222,0.000134,0.000921,0.15
7168,15,0.01,0.011012296446936,0.000169,0.001373,0.12
7168,16,0.01,0.007106046446936,0.000158,0.001349,0.12
8192,1,0.30,0.019540158910207,0.000186,0.000620,0.30
8192,2,0.16,0.010262815160207,0.000186,0.000566,0.33
8192,3,0.08,0.008780153589793,0.000181,0.000744,0.24
8192,4,0.06,0.003915158910207,0.000185,0.000740,0.25
8192,5,0.05,0.009268434839793,0.000180,0.000657,0.27
8192,6,0.04,0.006827028589793,0.000181,0.000745,0.24
8192,7,0.04,0.005362184839793,0.000181,0.000696,0.26
8192,8,0.02,0.006356565160207,0.000180,0.001029,0.17
8192,9,0.02,0.004403440160207,0.000181,0.000931,0.19
8192,10,0.05,0.003915158910207,0.000488,0.001020,0.48
8192,11,0.02,0.004403440160207,0.000180,0.000882,0.20
8192,12,0.02,0.007333127660207,0.000181,0.000994,0.18
8192,13,0.01,0.006827028589793,0.000180,0.001653,0.11
